employeenumber,department,jobrole,joblevel,educationfield,gender,age,age_band,monthlyincome,overtime,overtime_flag,distancefromhome,jobsatisfaction,worklifebalance,tenure_years,tenure_band,attrition,attrition_flag
1754,Sales,Sales Executive,3,Marketing,Male,30,25-34,7140,No,0,15,1,3,7,5-10,No,0
1755,Research & Development,Research Scientist,1,Medical,Male,34,25-34,2932,Yes,1,2,4,3,5,2-5,No,0
1756,Sales,Sales Executive,2,Marketing,Female,33,25-34,5147,No,0,2,2,2,11,10+,No,0
1757,Sales,Sales Executive,2,Marketing,Female,49,45-54,4507,No,0,11,4,4,5,2-5,No,0
1758,Sales,Sales Executive,3,Life Sciences,Female,33,25-34,8564,Yes,1,16,1,2,0,0-1,Yes,1
1760,Research & Development,Laboratory Technician,1,Medical,Female,38,35-44,2468,No,0,2,2,2,6,5-10,No,0
1761,Sales,Sales Executive,3,Marketing,Male,31,25-34,8161,No,0,16,3,3,1,0-1,Yes,1
1762,Research & Development,Research Scientist,1,Technical Degree,Female,29,25-34,2109,No,0,4,1,3,1,0-1,No,0
1763,Research & Development,Healthcare Representative,2,Life Sciences,Male,30,25-34,5294,No,0,16,3,3,7,5-10,No,0
1764,Research & Development,Research Scientist,1,Technical Degree,Male,32,25-34,2718,No,0,5,2,3,7,5-10,No,0
1766,Research & Development,Healthcare Representative,2,Medical,Male,38,35-44,5811,Yes,1,18,4,3,1,0-1,No,0
1767,Research & Development,Research Scientist,1,Technical Degree,Male,43,35-44,2437,Yes,1,17,3,3,1,0-1,Yes,1
1768,Research & Development,Laboratory Technician,1,Medical,Male,42,35-44,2766,No,0,12,2,2,5,2-5,No,0
1770,Research & Development,Research Director,5,Medical,Male,55,55+,19038,No,0,2,1,3,1,0-1,No,0
1771,Research & Development,Research Scientist,2,Technical Degree,Male,33,25-34,3055,No,0,4,2,2,9,5-10,No,0
1772,Research & Development,Laboratory Technician,1,Life Sciences,Male,41,35-44,2289,No,0,9,1,3,5,2-5,No,0
1774,Sales,Sales Executive,2,Life Sciences,Male,34,25-34,4001,Yes,1,10,3,3,15,10+,No,0
1775,Research & Development,Manufacturing Director,4,Medical,Female,53,45-54,12965,Yes,1,1,3,2,3,2-5,No,0
1778,Human Resources,Human Resources,1,Life Sciences,Male,43,35-44,3539,No,0,2,4,3,9,5-10,No,0
1779,Sales,Sales Executive,2,Life Sciences,Female,34,25-34,6029,No,0,3,4,3,2,1-2,No,0
1780,Sales,Sales Representative,1,Marketing,Male,21,<25,2679,No,0,7,2,3,1,0-1,Yes,1
1782,Research & Development,Laboratory Technician,1,Other,Female,38,35-44,3702,No,0,6,3,3,5,2-5,No,0
1783,Research & Development,Laboratory Technician,1,Medical,Female,22,<25,2398,Yes,1,8,1,3,1,0-1,Yes,1
1784,Sales,Sales Executive,2,Marketing,Female,31,25-34,5468,No,0,29,4,3,12,10+,No,0
1786,Research & Development,Manager,3,Technical Degree,Female,51,45-54,13116,No,0,3,3,3,2,1-2,No,0
1787,Sales,Sales Executive,2,Marketing,Male,37,35-44,4189,No,0,9,2,3,5,2-5,No,0
1789,Research & Development,Research Director,5,Medical,Male,46,45-54,19328,Yes,1,2,4,3,2,1-2,No,0
1790,Research & Development,Healthcare Representative,3,Life Sciences,Male,36,35-44,8321,Yes,1,10,1,3,12,10+,No,0
1792,Research & Development,Research Scientist,1,Medical,Male,44,35-44,2342,Yes,1,1,2,2,5,2-5,Yes,1
1794,Human Resources,Human Resources,2,Other,Male,37,35-44,4071,No,0,8,2,2,10,5-10,No,0
1797,Sales,Sales Executive,2,Life Sciences,Male,35,35-44,5813,Yes,1,27,4,3,10,5-10,Yes,1
1798,Research & Development,Research Scientist,1,Life Sciences,Male,33,25-34,3143,No,0,8,1,3,10,5-10,No,0
1799,Research & Development,Research Scientist,1,Life Sciences,Male,28,25-34,2044,No,0,1,4,4,5,2-5,No,0
1800,Research & Development,Research Director,3,Medical,Male,39,35-44,13464,No,0,10,3,3,4,2-5,No,0
1801,Sales,Sales Executive,2,Life Sciences,Male,46,45-54,7991,No,0,26,2,3,2,1-2,No,0
1802,Research & Development,Laboratory Technician,1,Life Sciences,Female,40,35-44,3377,No,0,2,1,2,4,2-5,No,0
1803,Research & Development,Healthcare Representative,2,Medical,Male,42,35-44,5538,No,0,13,1,2,0,0-1,No,0
1804,Research & Development,Manufacturing Director,2,Medical,Male,35,35-44,5762,No,0,2,4,3,7,5-10,No,0
1805,Human Resources,Human Resources,1,Human Resources,Male,38,35-44,2592,No,0,2,2,3,11,10+,No,0
1807,Research & Development,Laboratory Technician,2,Life Sciences,Male,34,25-34,5346,No,0,9,1,2,7,5-10,Yes,1
1809,Research & Development,Manufacturing Director,2,Medical,Male,37,35-44,4213,No,0,10,1,1,10,5-10,Yes,1
1812,Sales,Sales Executive,2,Life Sciences,Male,39,35-44,4127,No,0,20,4,3,2,1-2,No,0
1813,Research & Development,Research Scientist,1,Life Sciences,Male,43,35-44,2438,No,0,9,3,2,3,2-5,No,0
1814,Research & Development,Healthcare Representative,2,Life Sciences,Male,41,35-44,6870,No,0,5,2,1,3,2-5,No,0
1815,Sales,Sales Executive,3,Marketing,Female,41,35-44,10447,Yes,1,4,3,4,22,10+,No,0
1816,Research & Development,Manufacturing Director,3,Medical,Female,30,25-34,9667,No,0,10,3,3,7,5-10,No,0
1818,Human Resources,Human Resources,1,Medical,Female,26,25-34,2148,Yes,1,20,2,3,5,2-5,Yes,1
1821,Research & Development,Healthcare Representative,2,Medical,Female,46,45-54,8926,No,0,21,2,4,9,5-10,Yes,1
1822,Research & Development,Healthcare Representative,2,Life Sciences,Female,40,35-44,6513,No,0,1,4,3,5,2-5,No,0
1823,Sales,Sales Executive,2,Technical Degree,Male,34,25-34,6799,No,0,8,3,3,10,5-10,No,0
1824,Sales,Manager,4,Medical,Male,58,55+,16291,No,0,2,2,2,16,10+,No,0
1826,Research & Development,Laboratory Technician,1,Medical,Male,35,35-44,2705,No,0,23,3,4,5,2-5,No,0
1827,Research & Development,Manufacturing Director,3,Life Sciences,Female,47,45-54,10333,Yes,1,4,2,3,22,10+,No,0
1829,Research & Development,Healthcare Representative,2,Life Sciences,Female,40,35-44,4448,No,0,12,1,3,7,5-10,No,0
1830,Research & Development,Research Scientist,2,Medical,Female,54,45-54,6854,No,0,7,4,2,7,5-10,No,0
1833,Sales,Sales Executive,3,Marketing,Female,31,25-34,9637,No,0,7,1,3,3,2-5,No,0
1834,Research & Development,Research Scientist,1,Medical,Female,28,25-34,3591,No,0,1,1,3,3,2-5,No,0
1835,Sales,Sales Representative,2,Marketing,Female,38,35-44,5405,Yes,1,2,4,2,4,2-5,No,0
1836,Sales,Sales Executive,2,Medical,Male,26,25-34,4684,No,0,10,4,3,5,2-5,No,0
1837,Research & Development,Research Director,4,Life Sciences,Male,58,55+,15787,Yes,1,15,3,3,2,1-2,No,0
1839,Research & Development,Research Scientist,1,Medical,Female,18,<25,1514,No,0,14,3,1,0,0-1,No,0
1842,Human Resources,Human Resources,1,Human Resources,Male,31,25-34,2956,No,0,18,1,3,1,0-1,Yes,1
1844,Human Resources,Human Resources,1,Human Resources,Male,29,25-34,2335,Yes,1,13,1,3,2,1-2,Yes,1
1845,Sales,Sales Executive,2,Life Sciences,Female,45,45-54,5154,No,0,2,3,4,8,5-10,No,0
1847,Research & Development,Research Scientist,2,Other,Female,36,35-44,6962,Yes,1,2,2,3,1,0-1,No,0
1849,Sales,Sales Executive,2,Life Sciences,Male,43,35-44,5675,No,0,2,4,3,7,5-10,No,0
1850,Research & Development,Laboratory Technician,1,Life Sciences,Female,27,25-34,2379,Yes,1,5,4,2,5,2-5,No,0
1852,Research & Development,Laboratory Technician,1,Medical,Male,29,25-34,3812,No,0,20,4,4,11,10+,No,0
1853,Sales,Sales Executive,2,Marketing,Male,32,25-34,4648,No,0,10,4,4,0,0-1,No,0
1854,Research & Development,Research Scientist,1,Technical Degree,Male,42,35-44,2936,No,0,10,3,2,6,5-10,No,0
1856,Research & Development,Laboratory Technician,1,Life Sciences,Female,47,45-54,2105,No,0,9,3,3,2,1-2,No,0
1857,Research & Development,Manufacturing Director,3,Life Sciences,Male,46,45-54,8578,No,0,2,4,2,9,5-10,No,0
1858,Human Resources,Human Resources,1,Life Sciences,Male,28,25-34,2706,No,0,1,4,3,3,2-5,No,0
1859,Research & Development,Healthcare Representative,2,Life Sciences,Male,29,25-34,6384,No,0,29,3,3,7,5-10,No,0
1860,Research & Development,Laboratory Technician,1,Life Sciences,Male,42,35-44,3968,No,0,8,3,3,0,0-1,No,0
1862,Sales,Sales Executive,2,Marketing,Male,32,25-34,9907,Yes,1,2,2,2,2,1-2,Yes,1
1863,Sales,Sales Executive,4,Technical Degree,Female,46,45-54,13225,No,0,3,1,3,19,10+,No,0
1864,Sales,Sales Representative,2,Medical,Female,27,25-34,3540,No,0,23,3,3,9,5-10,No,0
1865,Human Resources,Human Resources,1,Medical,Male,29,25-34,2804,No,0,6,2,3,1,0-1,No,0
1866,Research & Development,Manager,5,Medical,Female,43,35-44,19392,No,0,6,3,3,16,10+,No,0
1867,Research & Development,Research Director,5,Life Sciences,Male,48,45-54,19665,No,0,10,2,3,22,10+,No,0
1868,Research & Development,Research Scientist,1,Life Sciences,Male,29,25-34,2439,Yes,1,24,4,2,1,0-1,Yes,1
1869,Sales,Sales Executive,3,Life Sciences,Female,46,45-54,7314,No,0,10,2,3,8,5-10,Yes,1
1870,Research & Development,Research Scientist,1,Life Sciences,Female,27,25-34,4774,No,0,15,1,2,7,5-10,No,0
1871,Research & Development,Research Scientist,2,Other,Male,39,35-44,3902,No,0,19,4,3,2,1-2,No,0
1873,Research & Development,Research Scientist,1,Technical Degree,Male,55,55+,2662,No,0,2,4,4,5,2-5,No,0
1875,Sales,Sales Representative,1,Medical,Female,28,25-34,2856,No,0,3,2,3,1,0-1,No,0
1876,Sales,Sales Representative,1,Medical,Male,30,25-34,1081,No,0,9,4,2,1,0-1,Yes,1
1878,Research & Development,Research Scientist,1,Life Sciences,Male,22,<25,2472,Yes,1,7,2,3,1,0-1,Yes,1
1880,Sales,Sales Executive,2,Technical Degree,Female,36,35-44,5673,Yes,1,10,3,3,10,5-10,No,0
1881,Research & Development,Laboratory Technician,2,Life Sciences,Male,31,25-34,4197,No,0,20,3,3,10,5-10,No,0
1882,Sales,Sales Executive,3,Life Sciences,Male,34,25-34,9713,Yes,1,4,4,3,5,2-5,No,0
1883,Research & Development,Laboratory Technician,1,Life Sciences,Male,29,25-34,2062,No,0,7,1,3,3,2-5,No,0
1885,Research & Development,Research Scientist,2,Medical,Male,37,35-44,4284,Yes,1,7,1,3,5,2-5,No,0
1886,Research & Development,Manufacturing Director,2,Other,Female,35,35-44,4788,Yes,1,16,2,3,3,2-5,No,0
1888,Research & Development,Manufacturing Director,2,Life Sciences,Female,45,45-54,5906,No,0,25,4,2,9,5-10,No,0
1890,Human Resources,Human Resources,2,Human Resources,Male,36,35-44,3886,No,0,2,4,2,10,5-10,No,0
1892,Research & Development,Manager,4,Life Sciences,Male,40,35-44,16823,No,0,1,1,3,19,10+,No,0
1893,Research & Development,Research Scientist,1,Life Sciences,Female,26,25-34,2933,Yes,1,1,3,2,1,0-1,No,0
1898,Sales,Sales Executive,2,Medical,Female,27,25-34,6500,No,0,2,3,2,8,5-10,No,0
1900,Research & Development,Manager,4,Medical,Female,48,45-54,17174,No,0,22,4,3,22,10+,No,0
1903,Research & Development,Healthcare Representative,2,Life Sciences,Male,44,35-44,5033,No,0,1,1,3,2,1-2,No,0
1905,Research & Development,Research Scientist,1,Technical Degree,Male,34,25-34,2307,Yes,1,16,1,3,5,2-5,Yes,1
1907,Research & Development,Laboratory Technician,1,Life Sciences,Male,56,55+,2587,No,0,24,4,3,4,2-5,Yes,1
1908,Sales,Sales Executive,2,Marketing,Male,36,35-44,5507,No,0,17,2,1,4,2-5,No,0
1909,Sales,Sales Executive,2,Marketing,Female,41,35-44,4393,No,0,8,2,3,5,2-5,No,0
1911,Research & Development,Research Director,3,Medical,Male,42,35-44,13348,No,0,6,1,4,13,10+,No,0
1912,Sales,Sales Executive,2,Medical,Female,31,25-34,6583,Yes,1,10,4,3,5,2-5,No,0
1915,Sales,Sales Executive,2,Medical,Female,34,25-34,8103,Yes,1,3,4,2,4,2-5,No,0
1916,Research & Development,Laboratory Technician,1,Medical,Female,31,25-34,3978,No,0,4,3,2,2,1-2,No,0
1918,Research & Development,Laboratory Technician,1,Other,Male,26,25-34,2544,No,0,6,4,3,7,5-10,No,0
1922,Research & Development,Healthcare Representative,2,Medical,Male,45,45-54,5399,No,0,1,3,3,4,2-5,No,0
1924,Sales,Sales Executive,2,Marketing,Male,33,25-34,5487,No,0,10,3,2,10,5-10,No,0
1927,Sales,Sales Executive,2,Life Sciences,Male,28,25-34,6834,Yes,1,1,4,3,7,5-10,No,0
1928,Sales,Sales Representative,1,Technical Degree,Male,29,25-34,1091,No,0,24,1,3,1,0-1,Yes,1
1929,Sales,Sales Executive,2,Life Sciences,Female,39,35-44,5736,No,0,21,3,3,3,2-5,No,0
1931,Research & Development,Research Scientist,1,Technical Degree,Male,27,25-34,2226,No,0,2,2,2,5,2-5,No,0
1932,Research & Development,Research Scientist,2,Other,Male,34,25-34,5747,Yes,1,22,4,3,15,10+,No,0
1933,Sales,Sales Executive,2,Marketing,Female,28,25-34,9854,Yes,1,13,3,3,2,1-2,Yes,1
1934,Research & Development,Research Scientist,2,Technical Degree,Male,47,45-54,5467,No,0,14,2,4,8,5-10,No,0
1935,Sales,Sales Executive,2,Marketing,Female,56,55+,5380,No,0,11,1,3,0,0-1,No,0
1936,Research & Development,Manufacturing Director,2,Medical,Male,39,35-44,5151,No,0,9,1,3,10,5-10,No,0
1937,Research & Development,Research Scientist,2,Medical,Female,38,35-44,2133,Yes,1,8,2,3,20,10+,No,0
1938,Sales,Manager,4,Life Sciences,Female,58,55+,17875,Yes,1,21,4,2,1,0-1,No,0
1939,Research & Development,Research Scientist,1,Life Sciences,Female,32,25-34,2432,Yes,1,5,3,3,4,2-5,Yes,1
1940,Research & Development,Research Scientist,1,Life Sciences,Male,38,35-44,4771,No,0,9,4,4,5,2-5,No,0
1941,Research & Development,Research Director,5,Life Sciences,Male,49,45-54,19161,No,0,2,4,3,5,2-5,No,0
1943,Sales,Sales Executive,2,Marketing,Male,42,35-44,5087,Yes,1,12,4,3,0,0-1,No,0
1944,Human Resources,Human Resources,1,Human Resources,Female,27,25-34,2863,No,0,22,2,3,1,0-1,Yes,1
1945,Sales,Sales Executive,2,Medical,Male,35,35-44,5561,No,0,18,1,1,5,2-5,No,0
1947,Research & Development,Research Scientist,1,Medical,Male,28,25-34,2144,No,0,16,3,2,5,2-5,No,0
1948,Research & Development,Research Scientist,1,Medical,Male,31,25-34,3065,Yes,1,3,1,4,4,2-5,No,0
1949,Research & Development,Laboratory Technician,1,Life Sciences,Male,36,35-44,2810,No,0,9,2,3,5,2-5,No,0
1950,Sales,Sales Executive,3,Marketing,Male,34,25-34,9888,No,0,1,4,2,14,10+,No,0
1951,Sales,Sales Executive,3,Medical,Male,34,25-34,8628,No,0,13,3,2,8,5-10,No,0
1952,Research & Development,Laboratory Technician,1,Medical,Male,26,25-34,2867,No,0,1,1,2,7,5-10,No,0
1954,Research & Development,Healthcare Representative,2,Life Sciences,Male,29,25-34,5373,No,0,1,1,2,5,2-5,No,0
1955,Research & Development,Healthcare Representative,2,Medical,Female,32,25-34,6667,No,0,15,4,3,5,2-5,No,0
1956,Research & Development,Research Scientist,2,Life Sciences,Male,31,25-34,5003,No,0,1,1,3,10,5-10,No,0
1960,Research & Development,Laboratory Technician,1,Technical Degree,Male,28,25-34,2367,No,0,17,4,2,4,2-5,Yes,1
1961,Sales,Sales Representative,1,Life Sciences,Male,38,35-44,2858,No,0,1,1,2,1,0-1,No,0
1962,Sales,Sales Executive,2,Life Sciences,Female,35,35-44,5204,Yes,1,7,4,3,10,5-10,No,0
1965,Sales,Sales Executive,2,Marketing,Male,27,25-34,4105,No,0,9,4,3,7,5-10,No,0
1966,Research & Development,Manufacturing Director,2,Life Sciences,Male,32,25-34,9679,No,0,5,4,3,1,0-1,No,0
1967,Sales,Sales Executive,2,Marketing,Male,31,25-34,5617,Yes,1,26,4,3,10,5-10,Yes,1
1968,Sales,Sales Executive,3,Life Sciences,Male,53,45-54,10448,Yes,1,24,1,2,2,1-2,Yes,1
1969,Research & Development,Research Scientist,2,Life Sciences,Female,54,45-54,2897,No,0,9,3,2,4,2-5,No,0
1970,Research & Development,Healthcare Representative,2,Life Sciences,Male,33,25-34,5968,No,0,7,3,3,9,5-10,No,0
1971,Research & Development,Healthcare Representative,3,Life Sciences,Male,43,35-44,7510,No,0,11,3,3,10,5-10,No,0
1972,Human Resources,Human Resources,1,Other,Male,38,35-44,2991,Yes,1,1,2,3,6,5-10,No,0
1973,Human Resources,Manager,5,Human Resources,Male,55,55+,19636,Yes,1,26,2,3,10,5-10,No,0
1974,Research & Development,Laboratory Technician,1,Medical,Female,31,25-34,1129,Yes,1,2,4,3,1,0-1,No,0
1975,Sales,Sales Executive,4,Marketing,Male,39,35-44,13341,No,0,15,1,3,20,10+,No,0
1976,Research & Development,Research Scientist,2,Life Sciences,Male,42,35-44,4332,No,0,23,3,3,20,10+,No,0
1979,Research & Development,Research Director,3,Medical,Female,31,25-34,11031,No,0,10,3,4,11,10+,No,0
1980,Research & Development,Manufacturing Director,2,Medical,Female,54,45-54,4440,Yes,1,10,1,3,5,2-5,No,0
1981,Research & Development,Healthcare Representative,2,Life Sciences,Male,24,<25,4617,No,0,1,3,2,4,2-5,No,0
1982,Research & Development,Laboratory Technician,1,Other,Male,23,<25,2647,No,0,12,4,4,5,2-5,No,0
1985,Research & Development,Laboratory Technician,2,Technical Degree,Female,40,35-44,6323,No,0,11,3,4,10,5-10,No,0
1986,Sales,Sales Executive,2,Marketing,Female,40,35-44,5677,No,0,2,2,3,11,10+,No,0
1987,Human Resources,Human Resources,1,Human Resources,Female,25,25-34,2187,No,0,2,2,3,2,1-2,No,0
1989,Research & Development,Laboratory Technician,1,Medical,Male,30,25-34,3748,No,0,1,2,2,12,10+,No,0
1992,Research & Development,Laboratory Technician,1,Other,Male,25,25-34,3977,Yes,1,2,3,2,2,1-2,No,0
1993,Research & Development,Healthcare Representative,3,Medical,Male,47,45-54,8633,No,0,25,3,3,17,10+,No,0
1994,Research & Development,Laboratory Technician,1,Medical,Male,33,25-34,2008,No,0,1,3,2,1,0-1,No,0
1995,Sales,Sales Executive,2,Life Sciences,Male,38,35-44,4440,No,0,1,2,3,15,10+,No,0
1996,Sales,Sales Representative,1,Life Sciences,Male,31,25-34,3067,No,0,2,3,3,2,1-2,No,0
1997,Research & Development,Manufacturing Director,2,Life Sciences,Male,38,35-44,5321,No,0,6,3,3,8,5-10,No,0
1998,Research & Development,Research Scientist,2,Life Sciences,Male,42,35-44,5410,Yes,1,18,1,2,4,2-5,No,0
1999,Research & Development,Research Scientist,1,Life Sciences,Male,41,35-44,2782,No,0,1,4,3,5,2-5,No,0
2000,Research & Development,Research Director,3,Medical,Female,47,45-54,11957,No,0,1,2,1,13,10+,No,0
2003,Research & Development,Laboratory Technician,1,Medical,Male,35,35-44,2660,Yes,1,11,3,3,2,1-2,No,0
2007,Research & Development,Research Scientist,1,Life Sciences,Male,22,<25,3375,No,0,1,3,4,3,2-5,No,0
2008,Research & Development,Research Scientist,2,Medical,Male,35,35-44,5098,No,0,9,3,3,10,5-10,No,0
2009,Research & Development,Healthcare Representative,2,Medical,Female,33,25-34,4878,Yes,1,15,4,3,9,5-10,No,0
2010,Research & Development,Laboratory Technician,1,Life Sciences,Female,32,25-34,2837,No,0,29,2,3,6,5-10,No,0
2012,Research & Development,Laboratory Technician,1,Life Sciences,Male,40,35-44,2406,No,0,1,4,2,1,0-1,No,0
2013,Sales,Sales Representative,1,Medical,Male,32,25-34,2269,No,0,1,2,3,2,1-2,No,0
2014,Research & Development,Research Scientist,2,Life Sciences,Male,39,35-44,4108,No,0,24,4,3,7,5-10,No,0
2015,Research & Development,Research Director,3,Medical,Female,38,35-44,13206,No,0,10,3,3,18,10+,No,0
2016,Sales,Sales Executive,3,Marketing,Female,32,25-34,10422,No,0,1,4,3,14,10+,No,0
2017,Research & Development,Research Director,3,Life Sciences,Female,37,35-44,13744,Yes,1,10,4,3,16,10+,No,0
2018,Sales,Sales Executive,2,Other,Female,25,25-34,4907,Yes,1,8,3,2,5,2-5,No,0
2019,Sales,Sales Representative,1,Life Sciences,Male,52,45-54,3482,No,0,29,4,2,9,5-10,No,0
2020,Research & Development,Research Scientist,1,Medical,Male,44,35-44,2436,Yes,1,1,4,3,4,2-5,No,0
2021,Sales,Sales Representative,1,Medical,Male,21,<25,2380,Yes,1,5,1,3,2,1-2,No,0
2022,Research & Development,Manager,5,Life Sciences,Male,39,35-44,19431,No,0,9,4,2,6,5-10,No,0
2023,Sales,Sales Representative,1,Marketing,Male,23,<25,1790,No,0,9,1,2,1,0-1,Yes,1
2024,Sales,Sales Executive,3,Medical,Female,36,35-44,7644,No,0,3,4,3,9,5-10,No,0
2025,Research & Development,Manufacturing Director,2,Life Sciences,Female,36,35-44,5131,No,0,4,2,3,4,2-5,No,0
2026,Research & Development,Healthcare Representative,2,Life Sciences,Male,56,55+,6306,No,0,1,3,2,13,10+,No,0
2027,Research & Development,Research Scientist,1,Medical,Male,29,25-34,4787,Yes,1,1,4,4,2,1-2,Yes,1
2031,Research & Development,Manager,5,Life Sciences,Male,42,35-44,18880,No,0,2,3,2,22,10+,No,0
2032,Research & Development,Laboratory Technician,1,Technical Degree,Male,56,55+,2339,No,0,7,3,1,10,5-10,Yes,1
2034,Research & Development,Manufacturing Director,4,Life Sciences,Female,41,35-44,13570,No,0,28,2,3,20,10+,No,0
2035,Sales,Sales Executive,2,Marketing,Female,34,25-34,6712,No,0,28,3,3,8,5-10,No,0
2036,Sales,Sales Executive,2,Marketing,Male,36,35-44,5406,No,0,15,4,2,15,10+,No,0
2037,Sales,Sales Executive,2,Life Sciences,Male,41,35-44,8938,No,0,3,2,3,5,2-5,No,0
2038,Research & Development,Research Scientist,1,Technical Degree,Male,32,25-34,2439,No,0,2,1,3,4,2-5,No,0
2040,Human Resources,Human Resources,3,Life Sciences,Female,35,35-44,8837,Yes,1,26,4,3,9,5-10,No,0
2041,Sales,Sales Executive,2,Life Sciences,Female,38,35-44,5343,No,0,10,4,3,10,5-10,No,0
2044,Sales,Sales Executive,2,Life Sciences,Male,50,45-54,6728,No,0,1,3,3,6,5-10,Yes,1
2045,Sales,Sales Executive,2,Marketing,Female,36,35-44,6652,No,0,11,4,2,6,5-10,No,0
2046,Sales,Sales Executive,2,Life Sciences,Female,45,45-54,4850,No,0,20,3,3,5,2-5,No,0
2048,Research & Development,Research Scientist,1,Life Sciences,Male,40,35-44,2809,No,0,2,3,3,2,1-2,No,0
2049,Research & Development,Healthcare Representative,2,Life Sciences,Male,35,35-44,5689,Yes,1,18,3,4,10,5-10,No,0
2051,Research & Development,Research Scientist,1,Medical,Female,40,35-44,2001,No,0,2,3,3,5,2-5,No,0
2052,Research & Development,Research Scientist,1,Life Sciences,Female,35,35-44,2977,No,0,1,4,3,4,2-5,No,0
2053,Research & Development,Laboratory Technician,2,Other,Male,29,25-34,4025,Yes,1,13,2,3,4,2-5,No,0
2054,Research & Development,Research Scientist,1,Medical,Female,29,25-34,3785,No,0,28,1,1,5,2-5,No,0
2055,Sales,Sales Executive,3,Marketing,Male,50,45-54,10854,Yes,1,28,1,3,3,2-5,Yes,1
2056,Sales,Sales Executive,4,Marketing,Female,39,35-44,12031,No,0,24,4,2,20,10+,No,0
2057,Research & Development,Manufacturing Director,2,Medical,Male,31,25-34,9936,No,0,5,1,3,9,5-10,No,0
2060,Sales,Sales Representative,1,Other,Female,26,25-34,2966,No,0,5,3,3,4,2-5,No,0
2061,Research & Development,Laboratory Technician,2,Medical,Male,36,35-44,2571,No,0,23,4,3,5,2-5,No,0
2062,Research & Development,Healthcare Representative,3,Medical,Male,39,35-44,9991,No,0,6,1,3,7,5-10,No,0
2064,Research & Development,Manufacturing Director,2,Life Sciences,Male,27,25-34,6142,Yes,1,4,2,3,6,5-10,No,0
2065,Sales,Sales Executive,2,Medical,Male,49,45-54,5390,No,0,2,2,2,9,5-10,No,0
2068,Research & Development,Laboratory Technician,2,Medical,Male,34,25-34,4404,No,0,8,3,4,4,2-5,No,0
